,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,kitchen_area,cityCenters_nearest,days_exposition
19012,2850000,32.0,1,2.55,5,17.7,3,6.8,12396.0,34
19013,11000000,68.5,2,3.06,13,33.4,5,12.6,16825.0,188
19014,5500000,67.0,3,2.5,9,48.0,4,6.3,16461.0,5
19015,5800000,61.5,3,2.84,6,40.9,2,8.4,4459.0,52
19016,3580000,31.0,1,2.5,9,17.0,8,6.0,16518.0,12
19017,4887000,52.4,1,3.1,4,24.7,2,11.7,20802.0,113
19018,4300000,50.0,2,2.53,9,31.8,4,6.0,10889.0,205
19020,9300000,67.0,3,3.1,5,46.0,2,8.3,7889.0,220
19021,12000000,114.2,3,2.75,23,65.4,17,17.0,12525.0,46
19022,11350000,86.58,3,2.7,10,65.4,6,14.0,11212.0,87
19023,8500000,83.4,3,3.35,4,55.1,2,12.7,1636.0,23
19024,5490000,54.0,2,2.7,12,27.3,10,9.7,11371.0,138
19025,4350000,44.9,1,2.75,19,20.0,11,9.5,14693.0,120
19026,9499000,81.0,2,2.7,16,41.0,6,14.0,16186.0,3
19027,4650000,45.6,2,2.7,9,28.300001,4,7.1,15502.0,106
19028,5099000,62.0,3,2.7,9,43.0,3,7.0,13218.0,13
19029,4200000,48.0,2,2.5,9,28.0,6,9.0,15531.0,95
19030,7270000,69.9,3,2.7,12,41.7,2,10.8,11374.0,55
19032,5950000,53.6,2,3.0,4,28.8,3,7.5,1117.0,8
19033,7550000,67.0,2,2.7,25,37.0,3,12.0,13871.0,53
19034,4100000,32.0,1,2.7,27,16.0,22,8.0,22710.0,388
19035,4495000,51.8,2,2.5,9,32.2,6,7.9,16136.0,111
19036,3850000,40.3,1,2.7,16,18.7,12,9.3,15451.0,7
19037,3650000,28.0,1,2.7,14,21.0,3,7.0,12407.0,97
19038,9000000,80.4,2,2.7,17,40.2,5,40.2,14791.0,89
19039,16600000,146.8,4,3.5,5,110.4,2,10.5,4096.0,95
19041,23750000,124.0,3,4.2,6,67.0,2,26.0,1898.0,775
19043,12000000,113.3,3,3.1,6,73.5,5,15.1,3749.0,30
19044,10900000,96.0,2,3.1,6,54.4,5,15.0,5726.0,95
19046,5700000,81.1,4,2.65,9,57.3,1,8.9,12086.0,23
19048,4200000,46.0,2,2.7,9,27.0,4,6.3,12921.0,216
19049,10500000,77.4,2,2.7,25,46.1,9,13.7,12348.0,3
19050,4550000,42.0,1,2.75,25,19.0,15,10.0,11184.0,84
19052,4370000,38.0,1,2.7,9,19.5,1,18.5,7640.0,620
19053,4750000,48.2,2,2.5,9,29.5,6,6.2,10782.0,171
19059,4200000,48.9,4,2.6,5,37.1,3,5.2,11364.0,26
19060,6150000,46.4,2,2.5,9,24.60779200385053,6,21.792207996149468,12041.0,95
19062,3900000,50.0,2,2.55,9,29.0,4,6.3,12921.0,36
19063,4880000,79.2,2,2.7,13,42.00295531691729,3,37.197044683082716,5415.0,60
19064,6399000,43.6,1,2.65,17,16.9,11,26.700000000000003,11841.0,95
19065,15500000,112.0,4,2.7,24,60.33,15,17.55,14764.0,74
19066,6757702,104.6,4,2.7,24,58.0,17,13.5,17121.0,292
19067,5200000,45.0,1,2.7,17,14.0,12,18.5,17623.0,106
19068,4100000,38.0,1,2.7,12,20.2,6,10.2,14918.0,5
19069,7990000,80.5,3,2.7,12,47.0,6,15.0,11910.0,280
19070,9390000,88.0,3,2.75,10,46.66995035213032,7,12.0,5777.0,89
19071,8029000,79.5,2,2.64,12,41.3,3,13.8,14760.0,170
19073,3959600,36.7,1,2.7,23,15.79,23,8.65,10987.0,45
19075,4600000,46.2,2,2.6,10,28.7,10,7.2,13943.0,60
19076,6550000,55.0,2,3.2,5,34.6,4,8.2,10763.0,216
19077,3350000,41.4,2,2.5,5,26.1,2,6.8,15227.0,78
19079,5700000,55.0,2,2.95,5,29.16871897008145,5,25.83128102991855,5687.0,60
19080,3277000,38.84,1,2.7,22,11.0,19,15.5,12082.0,68
19081,7240000,60.0,2,2.55,10,32.0,7,8.4,10584.0,95
19083,3750000,36.3,1,2.7,16,18.0,3,18.299999999999997,15454.0,42
19085,5100000,50.0,2,2.7,9,30.0,6,7.0,10107.0,67
19089,6000000,47.3,2,2.5,7,29.6,2,8.6,9632.0,233
19093,3000000,31.4,1,2.5,9,15.9,2,8.1,12168.0,36
19096,7850000,102.0,4,3.1,7,74.0,3,11.3,5228.0,119
19097,13150000,82.15,3,2.7,16,46.3,13,13.2,4844.0,138
19101,3200000,35.3,1,2.7,10,17.7,1,6.9,15205.0,101
19102,5800000,75.8,3,2.92,3,48.2,3,11.2,6085.0,93
19103,6350000,59.0,2,2.5,5,30.6,4,8.2,1261.0,71
19104,4000000,46.5,2,2.7,9,27.9,4,6.3,17122.0,436
19105,6450000,55.6,2,2.65,12,33.6,10,9.5,8159.0,29
19108,3600000,35.34,1,2.7,12,21.15,8,7.2,11144.0,48
19109,17500000,144.2,3,2.85,12,78.0,4,40.0,14015.0,357
19110,5100000,54.7,3,2.7,3,40.4,2,5.9,18061.0,95
19111,6150000,75.1,3,2.5,9,48.3,8,7.8,9870.0,350
19112,8299000,83.0,3,2.7,9,50.0,3,9.0,10584.0,37
19114,3700000,30.4,1,2.71,5,15.7,1,6.6,4701.0,67
19117,4800000,61.2,3,2.6,9,41.4,8,8.2,9413.0,59
19118,7930000,63.3,3,2.64,9,46.5,6,6.0,7692.0,95
19120,5700000,58.0,2,2.5,9,36.6,7,7.0,15795.0,552
19121,5190000,58.0,2,2.6,10,30.1,8,11.5,14254.0,74
19122,3500000,34.0,1,2.6,14,18.0,1,8.0,14908.0,187
19124,4100000,40.0,1,2.65,9,22.0,1,7.0,12872.0,95
19125,6450000,65.0,3,2.7,12,44.0,2,9.0,8353.0,75
19129,4300000,28.5,1,2.75,16,21.0,15,7.5,12702.0,55
19131,3850000,46.0,2,2.7,5,32.0,4,6.0,11474.0,303
19134,3200000,29.14,1,2.55,9,15.0,6,6.61,12051.0,389
19135,12000000,98.7,3,2.7,6,70.4,1,9.5,3505.0,250
19137,10990000,100.2,3,2.8,25,55.7,20,10.6,12990.0,330
19139,8985000,68.2,2,2.7,28,35.4,2,10.7,16685.0,357
19140,10200000,98.0,2,2.75,16,47.0,8,11.0,12551.0,95
19141,14000000,121.0,3,2.8,21,63.0,10,16.25,10364.0,90
19142,8650000,87.7,2,4.7,26,57.4,26,25.0,9888.0,15
19146,5800000,72.0,3,2.7,9,48.0,7,12.0,9894.0,19
19149,9400000,91.5,3,2.7,5,61.5,5,9.2,7376.0,72
19150,5100000,63.0,2,2.7,12,33.0,2,14.0,14883.0,63
19151,63900000,140.8,3,3.3,6,74.3,4,20.0,7251.0,103
19153,5155000,56.0,3,2.7,5,36.7,4,8.0,3632.0,6
19155,160000000,243.0,5,2.7,5,145.0,4,33.0,555.0,18
19157,3500000,31.0,1,2.55,5,17.5,3,6.0,12134.0,177
19160,12650000,94.11,2,2.7,10,30.0,4,13.4,7508.0,15
19162,4700000,45.0,2,2.5,5,26.1,2,5.9,10240.0,145
19163,5400000,60.0,3,2.5,9,35.0,5,6.0,12455.0,95
19165,9250000,113.0,4,2.7,25,62.5,2,14.2,13662.0,220
19166,14999999,134.0,4,2.7,11,67.0,11,17.0,12830.0,471
19167,3350000,31.0,1,2.5,5,19.0,1,5.5,7990.0,14
19168,4150000,45.2,2,2.7,5,30.5,4,6.2,11293.0,145
19169,5700000,46.0,2,2.6,16,29.0,4,6.0,13737.0,95
19170,10030000,65.7,3,3.0,6,39.5,6,7.8,3659.0,412
19171,8550000,83.0,3,3.15,4,44.5,4,10.4,4204.0,690
19172,12705000,75.0,2,2.7,4,39.77552586829289,2,35.22447413170711,4040.0,90
19173,4000000,42.0,2,2.5,9,27.7,9,5.6,13277.0,18
19174,2795000,26.0,1,2.7,25,18.3,21,7.699999999999999,25366.0,22
19175,3580000,50.0,4,2.7,5,37.0,2,5.0,15063.0,225
19179,4150000,35.9,1,2.7,20,19.039218382289526,7,16.860781617710472,16414.0,45
19180,11935000,108.5,3,2.7,16,51.9,1,20.7,16028.0,90
19181,3480000,30.0,1,2.6,5,17.0,2,6.0,9538.0,74
19183,18500000,190.0,4,2.7,18,78.0,17,12.3,11920.0,383
19184,3300000,42.1,3,2.7,5,30.0,3,5.4,13147.0,7
19185,3900000,40.0,1,2.7,17,20.0,9,11.0,13736.0,141
19187,8500000,74.4,3,2.86,5,61.0,2,7.2,14042.0,238
19188,7700000,58.0,2,2.5,10,30.0,7,8.5,11522.0,95
19189,6800000,61.0,2,2.7,16,30.0,13,14.0,13382.0,76
19191,6200000,56.6,2,2.5,16,31.0,11,7.5,13551.0,95
19192,5510000,38.0,1,2.75,22,18.0,22,10.0,13495.0,110
19193,7600000,62.0,2,2.8,25,29.0,4,14.7,13926.0,6
19194,11400000,89.4,3,2.8,20,28.0,2,29.4,15363.0,55
19196,4980000,59.9,3,2.55,9,43.3,7,6.3,16128.0,57
19198,4500000,43.0,2,2.6,5,27.0,5,6.0,10712.0,71
19200,6700000,83.0,3,3.4,5,58.0,3,8.4,5089.0,367
19201,8700000,61.5,2,2.7,18,33.4,18,14.8,8092.0,579
19202,10200000,62.0,2,3.3,4,37.0,2,7.7,3822.0,22
19203,3850000,35.0,1,2.7,15,15.9,1,10.2,10890.0,205
19204,3950000,32.9,1,2.5,9,17.0,5,8.6,12552.0,121
19205,4400000,54.9,2,2.7,12,32.2,9,12.0,20897.0,5
19206,4250000,47.0,1,2.75,24,18.0,19,11.0,14772.0,235
19207,8500000,58.5,2,3.0,6,32.0,2,9.2,5718.0,234
19208,14950000,187.0,5,3.0,2,80.0,2,17.0,8656.0,49
19209,3200000,35.7,1,2.55,14,20.0,3,8.0,17498.0,88
19210,7150000,56.6,2,3.0,5,37.0,4,8.0,10659.0,24
19212,4800000,55.0,2,2.7,12,32.0,2,10.2,23138.0,43
19215,3350000,30.9,1,2.7,9,15.4,6,8.1,11564.0,559
19216,5700000,59.1,3,2.66,5,39.2,2,7.0,4255.0,190
19217,8500000,85.0,2,2.7,6,43.0,5,16.3,17641.0,111
19218,6200000,62.0,3,2.7,5,40.0,4,7.5,6303.0,193
19219,4750000,32.0,1,2.7,6,19.0,6,5.0,6145.0,301
19220,6940637,64.1,2,2.7,10,37.6,5,9.9,5164.0,45
19221,30000000,301.9,6,3.0,8,163.2,3,20.4,5574.0,29
19222,3600000,45.0,2,2.7,5,31.0,1,9.0,13616.0,56
19223,3550000,48.5,4,2.55,5,36.8,4,5.4,9701.0,137
19225,7750000,75.5,3,3.15,5,53.0,4,6.65,5638.0,439
19226,5495000,52.0,2,2.65,9,31.6,9,7.0,6660.0,65
19227,13880000,98.5,3,2.7,10,53.5,10,18.0,7954.0,145
19228,17500000,117.0,3,3.2,6,95.0,2,10.0,4993.0,103
19229,47700000,125.1,4,2.7,8,65.93,8,11.51,7442.0,202
19230,2800000,28.9,1,2.65,9,14.6,1,8.5,11974.0,8
19231,6550000,78.0,3,2.6,16,47.0,2,14.0,11646.0,660
19232,18500000,60.0,2,3.1,10,31.820420694634308,2,28.179579305365692,4616.0,90
19234,3600000,46.6,2,2.5,5,31.2,4,6.5,10486.0,111
19235,8600000,70.0,2,2.8,23,35.0,7,15.0,13056.0,205
19236,5200000,52.05,3,2.5,9,35.4,3,6.7,13488.0,95
19238,5800000,52.0,2,2.5,5,28.1,5,12.2,6170.0,47
19241,3400000,30.0,1,2.7,5,17.0,1,5.5,13065.0,27
19243,4470000,32.0,1,2.7,16,15.0,7,8.0,13606.0,95
19244,5750000,50.5,2,2.9,5,31.6,5,7.5,4843.0,372
19245,6700000,68.3,3,2.7,4,39.3,2,8.0,3832.0,241
19247,4500000,37.1,1,2.54,16,18.5,9,9.8,14687.0,30
19249,12500000,50.0,2,2.85,4,37.0,2,13.0,5647.0,83
19250,3400000,30.0,1,2.6,5,15.0,3,7.0,15348.0,19
19251,4050000,33.0,1,2.5,22,6.5,21,18.0,10592.0,44
19253,4990000,38.0,1,2.5,5,10.0,2,10.0,9795.0,152
19254,4900000,42.0,2,2.5,9,28.0,7,8.0,19699.0,30
19257,4400000,58.9,3,2.7,9,37.4,2,7.1,12048.0,13
19258,7300000,73.0,2,2.7,25,44.0,20,29.0,11870.0,137
19259,4150000,51.0,2,2.7,9,40.0,5,8.0,11240.0,10
19261,4750000,40.6,1,2.7,17,20.3,10,10.2,15372.0,392
19262,4600000,59.8,3,2.55,9,42.6,6,6.3,11692.0,26
19263,10000000,95.0,3,3.0,6,52.0,1,10.0,4086.0,95
19264,6400000,44.0,2,2.7,9,23.33497517606516,1,6.8,13002.0,92
19265,5100000,60.0,3,2.55,9,43.3,9,6.2,10944.0,307
19266,4900000,59.0,3,2.7,9,43.0,6,8.0,15344.0,4
19270,4000000,33.0,1,2.7,9,16.0,1,9.0,14446.0,12
19271,10500000,75.0,2,3.0,12,34.2,6,16.0,5065.0,329
19273,2700000,30.2,1,2.6,5,17.2,4,5.0,14502.0,95
19275,4500000,41.0,2,2.7,5,26.5,4,4.8,11606.0,15
19276,9800000,102.4,4,3.3,5,72.3,3,10.0,6402.0,540
19277,7600000,80.0,4,3.2,6,57.0,3,8.0,8773.0,29
19278,13800000,164.0,3,3.9,4,117.0,2,15.5,4550.0,246
19279,3600000,35.0,1,2.7,9,17.8,5,5.8,5862.0,154
19280,6750000,63.64,3,2.68,25,33.75085955010879,3,19.19,11729.0,72
19281,5400000,39.4,1,2.6,25,17.5,21,10.3,14329.0,249
19283,5600000,52.2,2,2.7,9,27.68376600433185,6,24.516233995668152,11063.0,60
19287,11965000,97.8,3,2.7,18,53.2,9,17.1,7348.0,327
19289,4750000,45.0,2,2.5,5,27.0,2,6.0,12114.0,199
19290,8500000,72.0,2,2.75,16,38.6,15,16.2,13370.0,93
19291,13300000,146.1,6,3.09,6,103.6,2,18.3,3831.0,95
19292,4490000,53.0,2,2.55,14,30.0,11,8.0,10659.0,78
19293,10850000,86.5,3,2.7,25,44.1,12,11.0,14772.0,39
19296,3200000,37.6,1,2.5,10,17.2,1,8.5,14598.0,61
19300,5350000,36.0,1,2.7,19,18.0,16,10.0,13255.0,84
19301,5827690,89.2,3,2.7,21,46.7,8,17.1,17121.0,1171
19303,19354948,141.3,3,2.75,9,79.74,6,20.24,7945.0,215
19304,3200000,28.1,1,2.75,23,20.2,17,7.900000000000002,17071.0,46
19305,6249600,43.4,1,2.7,14,17.9,2,11.85,6017.0,34
19311,2190000,18.0,1,2.7,2,10.0,1,8.0,9210.0,702
19312,3850000,34.85,1,2.7,25,16.8,17,10.0,16298.0,45
19313,6300000,52.0,2,2.5,12,30.0,4,7.5,10352.0,95
19315,3150000,36.6,1,2.55,5,13.7,2,11.3,25796.0,378
19316,7100000,94.0,3,2.7,17,47.0,2,12.0,16804.0,491
19319,7600000,72.0,3,3.2,4,46.0,3,9.0,10428.0,157
19323,10767773,93.1,3,3.3,16,54.09,5,13.9,8460.0,95
19324,4700000,62.6,3,2.7,9,43.0,4,7.0,16010.0,93
19325,4370000,38.0,1,2.7,9,20.15293310660173,2,17.84706689339827,7640.0,620
19326,4200000,31.3,1,2.5,5,17.3,4,5.8,15403.0,95
19330,6100000,64.0,2,2.7,4,40.0,1,11.0,2232.0,81
19331,5000000,61.0,3,2.5,9,44.0,2,6.3,14950.0,50
19332,4150000,61.4,3,2.7,3,44.0,1,6.0,17680.0,92
19333,6000000,70.0,3,2.7,5,54.8,3,8.4,8965.0,95
19334,2980000,31.0,1,2.7,9,15.6,8,8.1,11045.0,496
19335,5180000,57.7,3,2.7,9,38.5,9,8.2,16407.0,8
19336,3550000,42.0,3,2.5,5,32.0,4,5.3,12697.0,45
19338,7800000,60.0,1,2.7,4,27.8,3,12.3,5388.0,302
19339,14500000,161.5,4,2.7,7,105.0,6,15.8,5016.0,95
19342,9700000,103.0,3,2.8,21,71.7,2,31.299999999999997,12169.0,210
19345,12000000,70.0,2,3.0,4,47.0,2,10.3,621.0,10
19346,4150000,36.0,1,2.6,18,17.4,10,9.9,12702.0,21
19347,6999000,54.7,2,2.7,11,30.5,7,10.7,11261.0,649
19348,4000000,46.0,2,2.7,9,29.2,6,7.0,15827.0,954
19351,8700000,69.0,2,2.7,16,37.0,11,10.0,11936.0,276
19352,5500000,53.4,2,2.75,17,30.04,1,10.03,16840.0,591
19353,4290000,45.6,2,2.5,9,26.6,3,6.2,17722.0,14
19355,19818230,135.5,3,3.1,16,81.66,10,13.77,8434.0,54
19356,4200000,45.2,2,2.58,5,30.0,4,7.0,13520.0,86
19357,3790000,57.0,3,2.7,5,45.5,5,6.7,15912.0,112
19358,10750000,105.4,3,2.7,25,48.7,3,13.0,4192.0,90
19359,8500000,80.3,3,2.76,5,58.0,5,10.0,1257.0,462
19360,5500000,40.2,1,3.0,14,20.0,11,10.0,10914.0,27
19361,4300000,43.9,2,2.55,9,27.4,2,6.7,12730.0,154
19362,4800000,51.8,1,2.8,18,18.0,11,11.0,15940.0,73
19364,3490000,29.3,1,2.57,9,15.3,7,6.0,13423.0,42
19366,5670000,46.2,2,2.82,18,27.3,1,8.4,14296.0,95
19367,5830000,47.6,2,2.73,11,14.9,5,28.3,15474.0,17
19368,4000000,44.7,2,2.6,5,29.9,1,7.2,19182.0,109
19369,4850000,52.5,2,2.56,9,30.6,1,7.0,16414.0,95
19372,7500000,62.2,5,3.02,6,55.1,1,7.100000000000001,3249.0,694
19373,3900000,30.7,1,2.6,9,17.8,4,6.2,16503.0,37
19377,3440000,33.0,1,2.7,14,17.5,9,7.5,15750.0,186
19378,8477000,61.0,2,2.7,17,33.0,10,13.0,8308.0,568
19380,2583900,44.44,1,2.7,3,11.88,1,6.37,18500.0,14
19382,20786000,109.0,2,3.0,7,56.0,4,53.0,4850.0,5
19383,5250000,46.4,1,2.8,24,17.5,16,14.4,14528.0,20
19384,4755962,70.1,2,2.75,23,37.7,8,14.9,17121.0,256
19385,3200000,27.3,1,2.55,12,15.3,12,6.0,10042.0,3
19387,7800000,95.0,4,2.7,12,62.0,2,15.0,12156.0,7
19390,3680000,43.5,1,2.6,17,16.8,11,9.3,22175.0,179
19391,15525000,75.0,2,3.0,13,35.92,7,14.58,10720.0,251
19392,71000000,371.0,0,3.57,7,196.75626796182215,6,174.24373203817785,6060.0,90
19393,5650000,45.0,1,3.0,12,20.0,2,10.5,15016.0,29
19394,5600000,48.0,2,2.7,25,25.456336555707445,9,22.543663444292555,10987.0,60
19396,12600000,93.0,3,2.8,24,53.8,8,16.3,8672.0,434
19397,8100000,44.0,1,2.7,14,17.0,9,15.0,4568.0,146
19398,4780000,43.0,1,2.55,10,21.0,7,10.0,15131.0,95
19399,7950000,46.3,1,2.7,6,20.0,3,17.4,2334.0,57
19400,3000000,34.21,1,2.8,10,16.62,7,9.19,18701.0,95
19401,3990000,46.9,2,2.6,5,30.8,2,6.0,16984.0,95
19403,17414720,137.0,4,2.7,7,77.0,2,19.0,5038.0,923
19405,4450000,47.2,1,2.55,10,18.2,6,13.3,14877.0,16
19406,5200000,41.2,1,2.7,23,15.0,8,12.0,16268.0,197
19407,7100000,97.5,3,2.7,3,50.2,2,16.5,4670.0,161
19408,3990000,37.4,1,2.5,16,17.9,14,9.4,15790.0,32
19409,20000000,79.0,3,2.7,5,53.0,2,10.0,1163.0,199
19412,4290000,51.6,2,2.7,9,31.0,1,8.0,12992.0,640
19414,7999999,54.7,1,2.7,9,17.5,8,14.0,8319.0,14
19415,6700000,75.1,2,3.2,5,44.6,5,11.6,3411.0,5
19417,11464000,65.4,1,2.75,20,21.59,17,23.53,10330.0,93
19418,3670000,26.4,1,2.6,21,19.0,4,7.399999999999999,11007.0,848
19419,5500000,56.0,2,2.7,5,34.9,2,8.0,7039.0,113
19420,5750000,60.0,2,2.6,9,32.4,6,8.6,12810.0,301
19421,14000000,95.8,3,2.7,12,55.3,6,11.4,7037.0,156
19423,7300000,76.0,3,2.6,12,45.3,8,10.0,15971.0,120
19424,5950000,55.5,1,2.7,10,20.0,1,21.9,5853.0,113
19425,8000000,75.3,2,2.7,13,39.0,5,15.0,11592.0,95
19426,4100000,35.9,1,2.6,25,19.039218382289526,25,16.860781617710472,16242.0,45
19427,7780000,72.5,3,2.7,21,43.4,3,8.2,13354.0,113
19429,3950000,43.6,2,2.5,5,31.0,1,6.0,12767.0,43
19430,3900000,30.5,1,2.6,5,16.5,1,5.5,9734.0,176
19431,5400000,54.7,3,2.55,5,37.4,2,6.3,13502.0,95
19432,5850000,60.4,4,2.7,7,41.3,7,7.8,4427.0,12
19435,4499000,43.0,1,2.7,16,20.0,15,11.0,15766.0,30
19436,7000000,51.0,1,2.5,17,22.6,4,15.1,12020.0,34
19437,6100000,70.0,3,2.7,12,45.0,8,8.0,12285.0,45
19438,40000000,153.3,5,3.2,7,95.1,4,20.7,4388.0,292
19440,7000000,88.9,4,2.55,9,57.3,1,8.4,22619.0,95
19442,10517631,95.5,3,2.7,9,50.1,6,17.4,5294.0,1045
19444,5000000,53.5,2,3.0,5,33.5,3,8.0,8414.0,16
19446,7400000,72.0,3,2.7,12,44.0,9,8.7,7521.0,105
19448,8000000,80.9,3,2.7,4,62.0,2,8.2,4983.0,38
19454,11820000,118.2,3,2.95,5,83.6,5,12.6,3962.0,166
19456,13200000,143.3,4,3.5,4,103.8,2,11.6,4329.0,806
19457,5500000,68.0,3,2.9,6,45.0,5,9.0,4234.0,385
19459,4100000,45.4,2,2.56,5,27.1,3,6.3,9403.0,20
19461,5650000,59.9,3,2.7,9,43.0,4,6.2,10845.0,52
19464,4800000,38.6,1,2.7,19,14.74,5,12.52,8684.0,56
19465,4750000,53.3,2,2.5,9,29.9,1,7.5,14554.0,95
19470,7102793,64.1,2,2.7,10,37.6,6,9.9,5164.0,44
19473,16200000,106.0,3,2.5,5,83.0,2,15.0,4350.0,383
19474,4400000,37.7,2,2.52,9,22.81,9,6.5,11110.0,70
19475,8000000,57.0,2,2.7,8,30.229399659902594,2,12.0,5741.0,252
19477,2300000,20.0,0,2.7,10,16.0,1,4.0,12652.0,35
19478,4500000,44.8,2,2.55,5,31.41,1,6.0,11882.0,106
19480,14825041,111.9,4,2.7,18,64.7,4,47.2,7348.0,152
19481,4900000,46.8,2,2.54,9,27.2,6,9.6,14107.0,5
19483,5300000,53.0,2,2.6,12,30.0,10,10.0,15631.0,53
19485,13922460,113.2,4,2.7,10,72.1,9,12.0,5038.0,103
19486,9700000,98.0,3,2.7,18,53.0,3,17.0,7836.0,957
19487,5800000,65.0,3,2.5,9,37.6,3,10.1,10400.0,200
19489,3100000,32.0,1,2.7,12,16.970891037138298,1,15.029108962861702,15968.0,42
19493,4080000,34.0,1,2.5,9,18.0,9,8.0,16790.0,8
19494,4400000,37.7,1,2.7,14,19.99383100312856,4,17.706168996871444,14579.0,45
19496,7957000,62.1,2,2.8,22,37.4,12,10.0,12627.0,28
19497,3800000,36.0,1,2.7,18,19.0,7,8.0,13925.0,422
19498,5300000,40.0,1,2.7,25,17.0,12,10.0,11729.0,87
19501,3800000,30.0,1,2.7,12,14.7,4,8.0,12010.0,41
19502,3400000,32.1,1,2.6,9,17.0,8,5.5,10949.0,313
19503,7680000,79.4,3,2.7,12,47.2,3,14.8,13168.0,114
19504,4600000,59.0,3,2.5,9,39.5,2,6.3,12455.0,212
19507,4075000,44.3,2,2.7,9,27.2,6,7.1,13395.0,157
19508,4600000,38.73,1,2.7,12,19.9,5,10.3,10337.0,60
19509,6000000,62.0,2,2.77,15,38.0,9,11.0,13744.0,287
19510,8100000,55.4,2,2.6,12,35.4,10,8.0,6040.0,245
19511,7500000,65.0,3,3.5,5,34.472122419187166,5,30.527877580812834,5112.0,60
19512,5970000,69.0,2,2.8,27,37.0,3,13.5,24049.0,78
19513,6950000,58.0,2,2.7,16,32.5,15,10.5,15211.0,211
19515,5850000,51.4,2,2.6,5,31.0,3,7.0,10745.0,95
19517,5570000,44.0,1,2.7,16,17.0,11,27.0,13370.0,128
19518,7725000,62.4,2,2.65,19,35.3,3,10.8,11905.0,95
19519,27840000,160.0,4,3.1,16,89.11,10,21.22,8460.0,445
19521,10000000,71.0,2,3.0,3,35.0,3,36.0,20802.0,95
19522,4600000,58.7,3,2.7,9,37.6,5,7.0,14970.0,132
19524,5750000,41.6,1,2.75,16,15.6,5,11.7,12111.0,95
19525,8370000,64.4,2,2.8,23,30.1,4,13.0,13064.0,95
19527,4350000,50.0,2,2.6,9,30.3,7,9.2,12057.0,150
19528,7300000,62.0,2,2.55,16,31.9,4,9.5,13302.0,7
19531,8600000,73.0,2,2.75,16,41.0,2,11.0,11936.0,105
19532,3000000,31.3,1,2.5,5,17.4,2,5.7,14937.0,406
19533,10300000,87.4,5,2.7,6,62.0,5,9.0,3701.0,95
19535,4950000,40.08,1,2.8,24,30.979999999999997,5,9.1,14240.0,11
19536,5650000,60.1,3,2.5,9,43.2,1,6.1,16892.0,196
19537,3590000,36.7,1,2.6,16,18.3,7,8.9,15783.0,63
19538,3550000,36.0,1,2.75,12,17.22,2,9.0,19383.0,52
19539,5900000,50.0,2,2.5,9,31.0,8,7.2,11738.0,21
19540,420000000,900.0,12,2.8,25,409.7,25,112.0,7877.0,106
19541,21990000,80.0,2,2.7,7,36.0,2,20.0,7830.0,95
19543,4550000,50.0,2,2.7,9,30.0,7,7.0,15134.0,95
19546,1850000,13.0,1,3.4,5,6.894424483837433,2,6.105575516162567,5483.0,24
19547,3990000,33.5,1,2.78,16,16.5,4,8.5,14268.0,116
19548,11500000,73.1,2,2.7,16,43.3,16,14.0,14975.0,90
19549,3600000,36.0,1,2.7,16,16.0,1,8.0,15470.0,95
19550,4825000,50.0,2,2.7,9,30.6,4,6.1,11574.0,28
19551,5150000,60.0,3,2.5,9,44.0,2,6.0,17214.0,95
19552,4700000,63.0,3,2.5,9,43.0,1,9.0,15429.0,186
19553,2700000,24.0,1,2.7,23,19.0,21,5.0,13853.0,59
19556,3450000,42.0,3,2.5,5,30.0,4,5.4,13445.0,30
19557,3700000,33.1,1,2.55,9,15.2,4,6.7,11948.0,93
19558,1686000,13.2,1,2.7,5,7.000492552819548,1,6.199507447180451,4165.0,19
19562,4170000,46.0,2,2.7,5,32.0,2,6.3,12031.0,95
19563,4690000,33.0,1,2.5,22,18.0,22,6.3,11590.0,95
19567,3600000,36.7,1,2.5,9,19.2,4,7.2,14554.0,48
19571,6100000,54.0,2,2.55,17,30.0,3,9.0,10085.0,645
19574,4100000,42.0,2,2.5,5,28.0,3,6.0,14603.0,3
19576,3800000,30.8,1,2.7,10,16.0,9,6.9,14289.0,8
19577,3690000,36.2,1,2.55,9,18.5,8,7.1,16094.0,35
19578,2750000,32.0,1,2.55,5,17.0,2,6.0,15064.0,63
19579,4550000,36.0,1,2.76,18,16.0,10,10.0,14296.0,215
19584,4550000,38.0,1,2.7,16,19.9,8,10.2,16850.0,175
19586,18300000,93.6,3,2.75,12,53.3,8,17.8,12480.0,95
19587,4290000,45.0,1,2.7,18,19.0,14,12.0,21603.0,115
19589,20350000,113.0,3,2.7,4,93.0,1,13.0,11998.0,56
19591,3700000,46.0,2,2.5,5,27.0,5,7.2,15391.0,232
19592,15200000,119.0,4,2.9,4,83.0,3,13.4,1397.0,9
19593,6990000,97.0,3,2.7,10,49.6,6,12.0,15276.0,127
19596,10815000,70.0,2,3.1,16,37.52,6,10.24,8434.0,54
19598,9200000,91.0,4,2.7,6,54.5,1,13.7,1445.0,442
19599,12800000,97.7,3,2.8,16,56.4,9,15.9,12062.0,98
19601,4500000,42.3,2,2.7,5,29.0,2,5.5,10436.0,95
19603,5200000,45.2,1,2.6,25,19.0,2,9.8,14329.0,95
19604,13890000,91.9,3,2.7,5,61.9,5,20.0,3490.0,52
19606,4100000,51.0,2,2.6,9,27.2,6,9.4,13127.0,47
